1,24.7342,24.7251,24.716,24.707,24.7047,24.7023,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.8332,24.9663,25.0995,25.1982,25.2968,25.3955,25.526,25.6565,25.787,25.8123,25.8377,25.8631,25.891,25.9189,25.9467,25.9604,25.974,25.9877,25.9974,26.0072,26.017,26.0113,26.0055,25.9998,25.9886,25.9774,25.9662,25.9943,26.0224,26.0505,26.1061,26.1617,26.2172,26.2919,26.3665,26.4412,26.5307,26.6203,26.7098,26.7946,26.8793,26.9641,26.9934,27.0227,27.052,27.0636,27.0752,27.0868,27.0924,27.0981,27.1038,27.0891,27.0745,27.0599,27.0357,27.0116,26.9874,26.9627,26.9379,26.9132,26.8905,26.8679,26.8453,26.824,26.8028,26.7815,26.7651,26.7487,26.7323,26.7163,26.7002,26.6842,26.6689,26.6536,26.6382,26.6606,26.683,26.7054,26.7797,26.854,26.9283,27.0036,27.0788,27.1541,27.2393,27.3246,27.4099,27.4881,27.5663,27.6446,27.7134,27.7823,27.8512,27.8756,27.9,27.9245,27.9304,27.9364,27.9424,27.9271,27.9119,27.8967,27.87,27.8432,27.8165,27.7904,27.7643,27.7381,27.7155,27.6929,27.6703,27.6503,27.6303,27.6103,27.5927,27.5752,27.5577,27.5415,27.5253,27.5091,27.4919,27.4747,27.4575,27.4414,27.4253,27.4093,27.3923,27.3753,27.3583,27.346,27.3336,27.3213,27.3073,27.2932,27.2791,27.2677,27.2563,27.2449,27.2347,27.2245,27.2143,27.2074,27.2004,27.1935,27.1842,27.175,27.1658,27.1543,27.1429,27.1315,27.122,27.1126,27.1031,27.1494,27.1957,27.242,27.2942,27.3463,27.3984,27.4643,27.5302,27.5962,27.6663,27.7365,27.8067,27.8581,27.9095,27.9609,28.0059,28.0509,28.096,28.1382,28.1804
1,30.6316,30.7106,30.7896,30.8874,30.9851,31.0907,31.1963,31.3061,31.416,31.5163,31.6165,31.6821,31.7476,31.7775,31.8073,31.8144,31.8215,31.8103,31.7991,31.7862,31.7733,31.7536,31.7339,31.7059,31.6779,31.6418,31.6058,31.5644,31.5231,31.4849,31.4467,31.4089,31.371,31.3377,31.3044,31.273,31.2416,31.2108,31.1801,31.1584,31.1366,31.1284,31.1201,31.1164,31.1128,31.1108,31.1089,31.0992,31.0894,31.0663,31.0431,31.0217,31.0003,30.986,30.9717,30.9645,30.9574,30.9629,30.9685,30.9869,31.0053,31.0273,31.0493,31.0741,31.099,31.1346,31.1702,31.2402,31.3101,31.39,31.4699,31.5588,31.6478,31.7312,31.8146,31.8647,31.9148,31.9359,31.957,31.9424,31.9279,31.8999,31.872,31.8537,31.8355,31.8462,31.8569,31.893,31.929,31.9956,32.0622,32.1448,32.2275,32.2999,32.3724,32.4271,32.4818,32.5178,32.5539,32.5717,32.5894,32.591,32.5927,32.5757,32.5588,32.5271,32.4954,32.4646,32.4338,32.3998,32.3657,32.3352,32.3047,32.2833,32.2619,32.2272,32.1924,32.1331,32.0738,32.0127,31.9517,31.905,31.8583,31.8311,31.804,31.8099,31.8158,31.8444,31.8731,31.9315,31.9899,32.0731,32.1563,32.2508,32.3454,32.4564,32.5674,32.6678,32.7681,32.8363,32.9044,32.9414,32.9784,32.9878,32.9972,32.9752,32.9533,32.909,32.8648,32.8081,32.7514,32.6922,32.6329,32.5884,32.5438,32.5182,32.4927,32.4774,32.4621,32.4513,32.4406,32.429,32.4173,32.3956,32.3739,32.3601,32.3463,32.3495,32.3528,32.3605,32.3682,32.3883,32.4085,32.4399,32.4713,32.4901,32.5089,32.5085,32.5081,32.4851,32.4621,32.4117,32.3613,32.3065,32.2517,32.2269,32.202,32.2034,32.2048,32.2256,32.2465,32.2683,32.2901,32.2925,32.2949,32.2776,32.2603,32.2138,32.1672,31.98,31.7927,31.6123,31.4319,31.2189,31.0059,30.7826,30.5593,30.3346,30.11,29.8848
1,22.8324,22.8536,22.8748,22.8853,22.8959,22.8991,22.9023,22.9048,22.9073,22.9096,22.9119,22.9147,22.9175,22.9196,22.9218,22.9277,22.9336,22.9434,22.9532,22.9648,22.9764,22.9868,22.9971,22.9982,22.9993,22.9948,22.9904,22.9875,22.9847,22.9816,22.9786,22.9735,22.9684,22.9589,22.9494,22.9365,22.9235,22.9122,22.9009,22.8907,22.8805,22.8752,22.8699,22.8631,22.8563,22.8514,22.8466,22.8678,22.889,22.9332,22.9774,23.0349,23.0925,23.1593,23.2262,23.2807,23.3352,23.3755,23.4157,23.4402,23.4648,23.4815,23.4983,23.5101,23.5219,23.5235,23.5251,23.5227,23.5203,23.5173,23.5144,23.5141,23.5137,23.5251,23.5364,23.5517,23.5671,23.5825,23.598,23.6113,23.6247,23.6423,23.66,23.6805,23.701,23.7198,23.7385,23.7575,23.7765,23.7815,23.7865,23.783,23.7795,23.7822,23.7848,23.7885,23.7921,23.7992,23.8063,23.8389,23.8716,23.9254,23.9792,24.0314,24.0837,24.1423,24.2009,24.2403,24.2796,24.2803,24.2811,24.2711,24.2612,24.2583,24.2554,24.2585,24.2615,24.274,24.2865,24.3067,24.3268,24.3499,24.373,24.3965,24.42,24.4423,24.4646,24.4763,24.488,24.492,24.496,24.4976,24.4992,24.4973,24.4953,24.4851,24.4749,24.4525,24.4302,24.4045,24.3788,24.3568,24.3347,24.3241,24.3134,24.3121,24.3109,24.2986,24.2864,24.267,24.2476,24.2256,24.2036,24.1824,24.1612,24.1466,24.132,24.1179,24.1039,24.0831,24.0623,24.0376,24.0129,23.997,23.981,23.9752,23.9694,23.9704,23.9714,23.9761,23.9807,24.0046,24.0285,24.0801,24.1317,24.1779,24.224,24.2971,24.3701,24.2061,24.0421,23.8752,23.7082,23.5666,23.425,23.2625,23.1,23.1364,23.1728,23.2051,23.2374,23.2772,23.317,23.3245,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319,23.3319
1,29.7419,29.7544,29.767,29.7783,29.7897,29.7946,29.7996,29.7998,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.7999,29.7998,29.7978,29.7958,29.7874,29.779,29.7673,29.7557,29.7443,29.7328,29.7217,29.7107,29.706,29.7014,29.7007,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7508,29.8015,29.8616,29.9217,29.9758,30.0299,30.0957,30.1615,30.2054,30.2493,30.2835,30.3177,30.3487,30.3796,30.4024,30.4251,30.4396,30.4542,30.4664,30.4786,30.4876,30.4966,30.4983,30.5,30.5,30.5,30.5,30.5,30.5015,30.5029,30.5177,30.5325,30.5527,30.5729,30.5929,30.6129,30.6339,30.6549,30.6674,30.6799,30.6889,30.6979,30.7015,30.7051,30.7157,30.7262,30.7373,30.7484,30.7497,30.7509,30.7497,30.7485,30.7389,30.7294,30.7187,30.708,30.7042,30.7003,30.7,30.6996,30.6948,30.6901,30.6788,30.6675,30.6559,30.6443,30.6324,30.6205,30.6118,30.603,30.6015,30.6,30.6,30.6,30.6275,30.6551,30.6899,30.7247,30.7561,30.7874,30.8252,30.8629,30.8928,30.9226,30.9436,30.9645,30.9789,30.9933,30.9967,31,31,31,30.9998,30.9996,30.9948,30.99,30.9787,30.9675,30.9558,30.9442,30.9321,30.92,30.91,30.9,30.89,30.88,30.8679,30.8558,30.8442,30.8325,30.8212,30.8099,30.8049,30.8,30.7951,30.7902,30.7788,30.7675,30.7559,30.7443,30.7324,30.7205,30.7118,30.7031,30.7013,30.6996,30.6948,30.69,30.6787,30.6674,30.6557,30.644,30.6315,30.619,30.6064,30.5937,30.581,30.5682,30.5562,30.5443,30.5324,30.5206,30.5118,30.5031,30.5016,30.5001,30.4999,30.4997,30.4996,30.4995,30.4995
1,29.0418,29.0547,29.0675,29.0784,29.0894,29.0944,29.0995,29.0997,29.1,29.1,29.1,29.1001,29.1002,29.1025,29.1047,29.1082,29.1117,29.1151,29.1184,29.1276,29.1367,29.1463,29.156,29.1644,29.1729,29.1821,29.1914,29.1955,29.1996,29.1998,29.2,29.2,29.2,29.2,29.2,29.1996,29.1992,29.1982,29.1972,29.1956,29.194,29.1892,29.1844,29.1797,29.1751,29.1725,29.1699,29.17,29.1701,29.1735,29.177,29.1815,29.1859,29.182,29.178,29.1657,29.1535,29.1424,29.1314,29.1854,29.2395,29.2809,29.3224,29.3743,29.4261,29.4845,29.5429,29.5864,29.6298,29.6664,29.703,29.7316,29.7602,29.7849,29.8096,29.8299,29.8502,29.8641,29.8781,29.887,29.8959,29.898,29.9,29.9,29.9,29.9,29.9,29.9034,29.9068,29.9197,29.9327,29.9525,29.9723,29.9942,30.0161,30.0376,30.0591,30.0731,30.087,30.0934,30.0998,30.105,30.1102,30.1211,30.1321,30.144,30.1559,30.1678,30.1797,30.1881,30.1966,30.1966,30.1966,30.1881,30.1797,30.1678,30.1559,30.144,30.1321,30.1212,30.1103,30.1054,30.1005,30.1003,30.1,30.0997,30.0995,30.0947,30.0899,30.0791,30.0683,30.0548,30.0412,30.0452,30.0492,30.0713,30.0934,30.1266,30.1598,30.2017,30.2436,30.2811,30.3186,30.3436,30.3685,30.3818,30.3952,30.3999,30.4046,30.4101,30.4157,30.4163,30.4169,30.4169,30.4169,30.4163,30.4157,30.4103,30.4048,30.4025,30.4002,30.4001,30.4,30.3982,30.3965,30.3881,30.3796,30.3678,30.3559,30.344,30.3321,30.3212,30.3103,30.3054,30.3005,30.2985,30.2965,30.2881,30.2796,30.2678,30.2559,30.244,30.2321,30.2212,30.2103,30.2054,30.2005,30.2,30.1995,30.1946,30.1897,30.1788,30.1679,30.156,30.1441,30.1322,30.1204,30.1119,30.1035,30.1017,30.1,30.1005,30.1009,30.1069,30.1129,30.1204,30.1278,30.1354,30.143,30.1512
1,22.152,22.1693,22.2122,22.1742,22.2207,22.2774,22.2002,22.2565,22.2995,22.3138,22.2956,22.2878,22.3197,22.2913,22.3438,22.2972,22.3112,22.3678,22.3809,22.2995,22.3197,22.3558,22.3333,22.4241,22.3913,22.3672,22.3796,22.4336,22.4557,22.4349,22.3392,22.4219,22.4001,22.457,22.5013,22.4372,22.4453,22.5013,22.4619,22.5195,22.4987,22.4658,22.4515,22.5208,22.5107,22.4854,22.4557,22.5163,22.5091,22.5091,22.4792,22.529,22.4883,22.5368,22.4958,22.4896,22.5495,22.5495,22.6107,22.624,22.6406,22.6771,22.7061,22.7628,22.7891,22.7943,22.797,22.7917,22.8777,22.8854,22.9174,22.9695,22.9193,23.0023,22.9584,23.0443,23.0284,23.031,22.9975,23.0238,23.0772,23.0625,23.0772,23.0606,23.0326,23.0766,23.1387,23.0677,23.1475,23.1797,23.1563,23.2487,23.1914,23.2149,23.2761,23.2657,23.3021,23.2764,23.3047,23.3138,23.349,23.3021,23.3243,23.3203,23.3334,23.3451,23.3395,23.3203,23.3112,23.3639,23.3347,23.3659,23.3838,23.3516,23.3659,23.3334,23.3256,23.3646,23.3307,23.3555,23.3239,23.3151,23.3867,23.3812,23.376,23.3568,23.3926,23.3783,23.3997,23.3021,23.3337,23.3763,23.35,23.3581,23.4102,23.4008,23.4327,23.4102,23.4239,23.4265,23.4453,23.4564,23.4801,23.4779,23.4639,23.4987,23.4896,23.5176,23.499,23.4753,23.5413,23.4994,23.5495,23.5046,23.5117,23.444,23.4916,23.5491,23.5143,23.5355,23.5521,23.5156,23.5417,23.4987,23.5911,23.6501,23.4798,23.4896,23.4792,23.4766,23.461,23.4414,23.431,23.4629,23.4753,23.5104,23.5104,23.5397,23.6198,23.4818,23.5091,23.5,23.5163,23.5007,23.5286,23.5004,23.5511,23.4583,23.528,23.4395,23.4557,23.4583,23.488,23.4102,23.4704,23.4597,23.444,23.4528,23.457,23.4245,23.4463,23.3203,23.4323,23.4099,23.391,23.4336,23.4652,23.5355,23.5586,23.0078
0,25.392,25.3142,25.3233,25.3685,25.3988,25.5248,25.5248,25.4574,25.6062,25.599,25.6794,25.7468,25.6798,25.6928,25.7611,25.6211,25.7081,25.6827,25.8073,25.7868,25.8624,25.7956,25.769,25.7634,25.8204,25.7409,25.8757,25.8256,25.8858,25.8868,25.9857,25.8702,25.9746,25.8777,25.8474,25.8497,25.9102,25.8467,25.8428,25.8868,25.8777,25.8002,25.806,25.8633,25.8653,25.875,25.865,25.9014,26.0222,26.0157,26.013,25.9955,26.0511,26.0586,26.1485,26.1869,26.1902,26.2054,26.3272,26.3568,26.445,26.4606,26.5195,26.4893,26.6332,26.5586,26.5583,26.6628,26.8151,26.6081,26.5541,26.5599,26.5925,26.6345,26.5482,26.584,26.5655,26.6016,26.5967,26.5958,26.612,26.6228,26.5889,26.5717,26.5342,26.5085,26.4141,26.4971,26.6149,26.6133,26.697,26.7885,26.9805,26.8539,26.9154,26.8894,26.9818,27.012,27.0417,27.154,27.1159,27.1263,27.2021,27.138,27.1517,27.2797,27.2565,27.2041,27.2546,27.3633,27.2881,27.4255,27.4649,27.3712,27.3923,27.4258,27.4534,27.4001,27.3763,27.3666,27.3376,27.2878,27.2846,27.2344,27.1927,27.1641,27.1048,27.1055,27.0703,27.0674,27.0521,27.0316,27.0297,27.0821,27.0592,27.1422,27.1953,27.2396,27.3077,27.4193,27.3689,27.4704,27.4362,27.5183,27.4896,27.5586,27.5215,27.5948,27.5716,27.6611,27.6523,27.6523,27.7119,27.7669,27.8024,27.7367,27.8763,27.9036,27.7962,27.8971,27.9815,27.9349,27.9726,27.9928,27.9879,28.0065,27.9951,28.0616,28.0065,28.0332,28.1768,28.1042,28.0423,28.2224,28.0938,28.2315,28.1146,28.2305,28.1934,28.2116,28.2253,28.3246,28.2644,28.2748,28.2243,28.2259,28.2787,28.3418,28.4717,28.3464,28.4782,28.4297,28.4675,28.39,28.2917,28.3256,28.3096,28.2875,28.168,28.2468,28.241,28.2253,28.2077,28.2136,28.169,28.1797,28.1693,28.1674,28.1729,28.1914
0,29.7477,29.6492,29.7123,29.6869,29.6941,29.7656,29.7696,29.6853,29.6211,29.6036,29.6563,29.6238,29.6495,29.7318,29.6289,29.5443,29.5756,29.5886,29.6638,29.6667,29.6774,29.5678,29.586,29.6586,29.6042,29.4779,29.5176,29.544,29.5639,29.6221,29.5372,29.5521,29.5453,29.3676,29.4727,29.8054,30.1741,30.418,30.5573,30.5964,30.668,30.7546,30.7657,30.8399,30.903,30.8695,30.9714,31,31.0547,31.0547,30.9922,30.9636,30.9388,30.9362,31.0163,31.0235,31.0339,31.06,31.0964,31.0948,31.1302,31.0678,31.1485,31.0547,31.0912,31.0795,31.0326,31.1264,31.0651,31.0026,30.9415,30.9626,31.0652,31.1107,31.1296,31.1615,31.3392,31.3037,31.2891,31.2097,31.2233,31.2292,31.239,31.2474,31.1654,31.1784,31.2559,31.3789,31.4411,31.4216,31.431,31.4518,31.5531,31.3477,31.4499,31.3428,31.3321,31.3262,31.4437,31.2513,31.2377,31.1849,31.3334,31.1761,31.1794,31.332,31.2214,31.1654,31.1563,31.1045,31.1354,31.323,31.1387,31.0651,31.1543,31.0879,31.1693,30.9288,31.028,31.2891,31.3916,31.5296,31.5729,31.5944,31.5771,31.6263,31.6159,31.6471,31.5729,31.6865,31.6771,31.7656,31.7878,31.8701,31.8932,31.8438,31.9059,31.8919,31.8561,31.8786,31.793,31.7513,31.7884,31.9037,31.7213,31.8275,31.8034,31.6813,31.6797,31.7161,31.7054,31.6605,31.6497,31.6657,31.6396,31.595,31.6328,31.6507,31.6094,31.6413,31.4994,31.5417,31.5407,31.5872,31.5257,31.4118,31.4662,31.4776,31.3929,31.4597,31.4284,31.3916,31.3711,31.4111,31.4941,31.4427,31.3457,31.4248,31.2513,31.3767,31.4248,31.3242,31.2432,31.2097,31.2292,31.168,31.2113,31.2201,31.3623,31.3675,31.207,31.166,31.1739,31.0365,31.0521,31.2302,31.5183,31.5996,31.6566,31.6823,31.6706,31.706,31.6719,31.7162,31.7435,31.7031,31.6771,31.6888,31.6823,31.7656
0,24.1761,24.1875,24.169,24.2289,24.2292,24.2237,24.2373,24.2083,24.169,24.2517,24.1875,24.0811,24.3116,24.3021,24.3568,24.3894,24.5365,24.4698,24.5681,24.5547,24.544,24.639,24.5066,24.6091,24.5062,24.513,24.474,24.518,24.5169,24.4457,24.431,24.4453,24.404,24.3744,24.405,24.3516,24.3764,24.3451,24.3591,24.3308,24.2969,24.3777,24.4161,24.4675,24.5221,24.5873,24.7178,24.6836,24.7044,24.749,24.8271,24.8112,24.7686,24.9561,24.9401,24.9034,24.9734,24.9974,24.9822,25.0251,25.0078,25.0114,24.9854,24.8958,24.9281,24.92,24.9193,25.0362,24.8083,24.8021,24.8646,24.8646,24.8334,24.8594,24.8037,24.9623,24.8826,24.8998,24.974,24.9056,25.0095,24.974,25.1283,25.0639,25.0951,25.0889,25.0518,25.03,25.0844,25.0457,25.0951,25.1127,25.1824,25.1784,25.2299,25.1068,25.2286,25.2699,25.3165,25.2732,25.2572,25.3139,25.2686,25.2885,25.3035,25.4047,25.4402,25.4011,25.3793,25.3477,25.4245,25.4919,25.392,25.556,25.515,25.5368,25.5091,25.4265,25.3985,25.4128,25.6322,25.5557,25.3802,25.4821,25.5941,25.6693,25.7065,25.7481,25.7552,25.8028,25.8445,25.8425,25.8562,25.8539,25.9011,25.9542,26.0108,26.0209,25.9639,25.907,25.9896,25.9004,25.9112,25.9454,25.9932,25.9356,25.9336,25.9604,25.9453,25.9102,25.861,25.9128,25.9099,25.9707,25.9805,26.0013,25.9248,25.9805,25.9851,25.9571,25.9219,25.961,26.0365,26.013,26.098,26.0098,26.0755,25.9805,25.8927,26.0534,25.963,26.0518,25.9454,25.9122,25.9483,25.9896,25.9886,26.126,25.9571,26.1325,26.0463,26.0274,26.1104,26.0492,26.099,26.0551,26.1075,26.069,26.1638,26.0811,26.1758,26.155,26.0961,26.2279,26.1781,26.1253,26.3633,26.2129,26.0873,26.0648,26.098,26.2162,26.1595,26.2201,26.1289,26.1439,26.1104,26.1081,26.0215,25.7969
1,28.8753,28.8798,28.8844,28.8754,28.8664,28.8551,28.8438,28.832,28.8202,28.8118,28.8034,28.8017,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8103,28.8205,28.8693,28.9181,28.9696,29.0211,29.0774,29.1338,29.2288,29.3239,29.4211,29.5183,29.6105,29.7026,29.7843,29.866,29.8983,29.9307,29.945,29.9592,29.9745,29.9897,29.9978,30.0059,30.0036,30.0014,29.9982,29.9951,29.9882,29.9813,29.9812,29.9811,29.9921,30.0031,30.0183,30.0335,30.0634,30.0933,30.1343,30.1754,30.209,30.2426,30.27,30.2974,30.3182,30.339,30.351,30.363,30.3738,30.3845,30.3918,30.3991,30.3996,30.4001,30.3984,30.3966,30.3881,30.3796,30.3678,30.3559,30.344,30.332,30.3211,30.3101,30.3036,30.2972,30.2884,30.2797,30.2678,30.2559,30.2439,30.2318,30.2203,30.2089,30.2082,30.2075,30.2306,30.2538,30.2865,30.3193,30.3596,30.4,30.4404,30.4808,30.5136,30.5464,30.5702,30.594,30.6043,30.6146,30.6241,30.6336,30.6348,30.636,30.6361,30.6361,30.6312,30.6263,30.6152,30.6041,30.5923,30.5805,30.5683,30.556,30.5441,30.5321,30.5212,30.5102,30.5051,30.5,30.4949,30.4898,30.4789,30.4679,30.456,30.4441,30.4322,30.4203,30.4115,30.4028,30.3964,30.3899,30.3789,30.368,30.356,30.3441,30.3322,30.3204,30.3119,30.3035,30.3017,30.3,30.3,30.3,30.3,30.3,30.2997,30.2995,30.2946,30.2897,30.2788,30.2679,30.2558,30.2437,30.231,30.2182,30.2136,30.209,30.2316,30.2542,30.2897,30.3251,30.3618,30.3985,30.4367,30.4748,30.5141
